time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
4.292,-0.17888,-64.4,0.089,-0.247,-2.5,-2.5,-1.6263,0,40,38.9,41.5,17.8,4.454,79.59,2.51,77.01,0,4.292,38.9,79.59,,2.3877,172.6116,38.9
4.32,-0.18608,-67,0.067,-0.257,-2.5,-2.5,-1.6275,0,40,39,41.5,17.78,4.532,80.76,2.44,78.22,0,4.32,39,80.76,,2.4228,175.0344,39
4.346,-0.19167,-69,0.051,-0.204,-2.5,-2.5,-1.632,0,40,39,41.5,17.77,4.465,79.71,1.98,77.85,0,4.346,39,79.71,,2.3913,177.4257,39
4.376,-0.19755,-71.1,0.033,-0.2,-2.5,-2.5,-1.6367,0,40,39,41.5,17.79,4.355,77.55,2.15,75.01,0,4.376,39,77.55,,2.3265,179.7522,39
4.401,-0.20306,-73.1,0.016,-0.23,-2.5,-2.5,-1.6319,0,40,39,41.5,17.81,4.139,73.35,2.3,70.94,0,4.401,39,73.35,,2.2005,181.9527,39
4.431,-0.20979,-75.5,0,-0.199,-2.4,0,-1.6412,0,40,39,41.6,17.84,3.783,67.43,1.87,65.29,0,4.431,39,67.43,,2.0229,183.9756,39
4.46,-0.21268,-76.6,0,-0.028,-2.3,0,-1.6583,0,40,39,41.6,17.85,3.702,66.11,0.3,65.58,0,4.46,39,66.11,,1.9833,185.9589,39
4.486,-0.21338,-76.8,0,-0.043,-2.2,0,-1.65,0,40,39,41.6,17.87,3.654,64.91,0.54,64.37,0,4.486,39,64.91,,1.9473,187.9062,39
4.515,-0.2148,-77.3,0,-0.018,-2.1,0,-1.6661,0,40,39,41.6,17.87,3.596,64.3,0.19,64.11,0,4.515,39,64.3,,1.929,189.8352,39
4.545,-0.21536,-77.5,0,-0.017,-2,0,-1.6631,0,40,39.1,41.6,17.88,3.593,64.28,0.33,63.83,0,4.545,39.1,64.28,,1.9284,191.7636,39.1
4.571,-0.21607,-77.8,0,-0.028,-1.9,0,-1.6601,0,40,39.1,41.7,17.88,3.574,63.86,0.38,63.63,0,4.571,39.1,63.86,,1.9158,193.6794,39.1
4.6,-0.21716,-78.2,0,-0.042,-1.8,0,-1.6628,0,40,39.1,41.7,17.89,3.558,63.71,0.39,63.34,0,4.6,39.1,63.71,,1.9113,195.5907,39.1
4.63,-0.21848,-78.7,0,-0.041,-1.7,0,-1.6599,0,40,39.1,41.7,17.89,3.554,63.63,0.5,63.27,0,4.63,39.1,63.63,,1.9089,197.4996,39.1
4.659,-0.21975,-79.1,0,-0.051,-1.6,0,-1.5689,0,40,39.1,41.7,17.91,3.209,57.99,0.24,58.5,0,4.659,39.1,57.99,,1.7397,199.2393,39.1
4.685,-0.22049,-79.4,0,-0.024,-1.5,0,-1.4906,0,40,39.1,41.8,17.96,2.786,52,-0.16,53.13,0,4.685,39.1,52,,1.56,200.7993,39.1
4.715,-0.2204,-79.3,0,0.016,-1.4,0,-1.3928,0,40,39.1,41.8,17.98,2.447,45.77,-0.67,47.58,0,4.715,39.1,45.77,,1.3731,202.1724,39.1
4.747,-0.21945,-79,0,0.027,-1.3,0,-1.2892,0,40,39.1,41.8,18.01,2.143,39.83,-0.74,41.71,0,4.747,39.1,39.83,,1.1949,203.3673,39.1
4.779,-0.21863,-78.7,0,0,-1.2,0,-1.1791,0,40,39.2,41.8,18.05,1.858,34.27,-0.27,35.49,0,4.779,39.2,34.27,,1.0281,204.3954,39.2
4.808,-0.21831,-78.6,0,0.008,-1.1,0,-1.0748,0,40,39.2,41.9,18.07,1.596,29.58,-0.33,30.73,0,4.808,39.2,29.58,,0.8874,205.2828,39.2
4.835,-0.21771,-78.4,0,0.014,-1,0,-0.9884,0,40,39.2,41.9,18.1,1.345,25.06,-0.41,26.31,0,4.835,39.2,25.06,,0.7518,206.0346,39.2
4.865,-0.2164,-77.9,0,0.046,-0.9,0,-0.8848,0,40,39.2,41.9,18.12,1.12,20.98,-0.55,22.17,0,4.865,39.2,20.98,,0.6294,206.664,39.2
4.895,-0.21361,-76.9,0,0.109,-0.8,0,-0.777,0,40,39.2,41.9,18.14,0.924,17.28,-0.82,18.79,0,4.895,39.2,17.28,,0.5184,207.1824,39.2
4.921,-0.20974,-75.5,0,0.167,-0.7,0,-0.6777,0,40,39.2,41.9,18.16,0.781,14.99,-1.07,16.29,0,4.921,39.2,14.99,,0.4497,207.6321,39.2
4.951,-0.20123,-72.4,0.022,0.353,-0.8,-2.5,-0.8131,0,40,39.2,42,18.13,1.258,22.04,-1.61,23.36,0,4.951,39.2,22.04,,0.6612,208.2933,39.2
4.983,-0.18808,-67.7,0.061,0.451,-0.9,-2.5,-0.9081,0,40,39.3,42,18.12,1.563,27.72,-2.3,29.82,0,4.983,39.3,27.72,,0.8316,209.1249,39.3
5.016,-0.17326,-62.4,0.106,0.472,-1,-2.5,-1.0215,0,40,39.3,42,18.1,1.785,31.94,-2.92,33.82,0,5.016,39.3,31.94,,0.9582,210.0831,39.3
5.046,-0.159,-57.2,0.149,0.515,-1.1,-2.5,-1.1227,0,40,39.3,42,18.09,1.834,32.45,-3.25,35.01,0,5.046,39.3,32.45,,0.9735,211.0566,39.3
5.075,-0.14305,-51.5,0.197,0.624,-1.2,-2.5,-1.2097,0,40,39.3,42.1,18.08,2.048,36.25,-4.31,40,0,5.075,39.3,36.25,,1.0875,212.1441,39.3
5.101,-0.12866,-46.3,0.24,0.56,-1.3,-2.5,-1.3147,0,40,39.3,42.1,18.02,2.832,50.81,-4.38,54.54,0,5.101,39.3,50.81,,1.5243,213.6684,39.3
5.131,-0.11326,-40.8,0.286,0.486,-1.4,-2.5,-1.4106,0,40,39.3,42.1,17.94,3.47,61.34,-4.1,64.9,0,5.131,39.3,61.34,,1.8402,215.5086,39.3
5.161,-0.09985,-35.9,0.326,0.487,-1.5,-2.5,-1.5241,0,40,39.4,42.1,17.93,3.533,62.16,-4.33,65.18,0,5.161,39.4,62.16,,1.8648,217.3734,39.4
5.191,-0.08592,-30.9,0.368,0.412,-1.6,-2.5,-1.6133,0,40,39.4,42.1,17.94,3.514,60.82,-3.73,63.6,0,5.191,39.4,60.82,,1.8246,219.198,39.4
5.218,-0.07366,-26.5,0.405,0.359,-1.7,-2.5,-1.7109,0,40,39.4,42.2,17.89,3.835,66.56,-3.12,68.63,0,5.218,39.4,66.56,,1.9968,221.1948,39.4
5.25,-0.06301,-22.7,0.437,0.363,-1.8,-2.5,-1.7258,0,40,39.4,42.2,17.84,4.345,77.71,-3.62,80.92,0,5.25,39.4,77.71,,2.3313,223.5261,39.4
5.28,-0.05378,-19.4,0.464,0.322,-1.9,-2.5,-1.715,0,40,39.4,42.2,17.78,4.682,83.59,-3.37,86.94,0,5.28,39.4,83.59,,2.5077,226.0338,39.4
5.311,-0.04347,-15.6,0.495,0.357,-2,-2.5,-1.7222,0,40,39.5,42.2,17.76,4.903,86.62,-3.38,90.32,0,5.311,39.5,86.62,,2.5986,228.6324,39.5
5.342,-0.03333,-12,0.526,0.338,-2.1,-2.5,-1.7277,0,40,39.5,42.2,17.77,4.671,82.86,-3.58,86.31,0,5.342,39.5,82.86,,2.4858,231.1182,39.5
5.37,-0.02486,-9,0.551,0.281,-2.2,-2.5,-1.7143,0,40,39.5,42.2,17.82,4.061,72.61,-3.04,75.83,0,5.37,39.5,72.61,,2.1783,233.2965,39.5
5.401,-0.01649,-5.9,0.576,0.243,-2.3,-2.5,-1.7038,0,40,39.5,42.3,17.85,3.791,67.41,-2.49,69.6,0,5.401,39.5,67.41,,2.0223,235.3188,39.5
5.433,-0.0091,-3.3,0.598,0.222,-2.4,-2.5,-1.7058,0,40,39.5,42.3,17.87,3.651,65.19,-2.56,67.78,0,5.433,39.5,65.19,,1.9557,237.2745,39.5
5.463,-0.00219,-0.8,0.619,0.222,-2.5,-2.5,-1.6995,0,40,39.5,42.3,17.88,3.683,65.55,-2.39,68.03,0,5.463,39.5,65.55,,1.9665,239.241,39.5
5.493,0.00424,1.5,0.638,0.208,-2.5,-2.5,-1.6943,0,40,39.6,42.3,17.85,3.962,71.04,-2.23,73.54,0,5.493,39.6,71.04,,2.1312,241.3722,39.6
5.523,0.00973,3.5,0.655,0.167,-2.5,-2.5,-1.6843,0,40,39.6,42.3,17.81,4.279,76.54,-1.77,78.49,0,5.523,39.6,76.54,,2.2962,243.6684,39.6
5.554,0.01467,5.3,0.67,0.152,-2.5,-2.5,-1.6906,0,40,39.6,42.4,17.79,4.522,80.35,-1.59,82.49,0,5.554,39.6,80.35,,2.4105,246.0789,39.6
5.585,0.01885,6.8,0.682,0.12,-2.5,-2.5,-1.6779,0,40,39.6,42.4,17.76,4.636,82.22,-1.24,83.42,0,5.585,39.6,82.22,,2.4666,248.5455,39.6
5.615,0.02185,7.9,0.691,0.089,-2.5,-2.5,-1.6831,0,40,39.6,42.4,17.75,4.673,83.14,-0.98,83.98,0,5.615,39.6,83.14,,2.4942,251.0397,39.6
5.645,0.02413,8.7,0.698,0.07,-2.5,-2.5,-1.6821,0,40,39.7,42.4,17.74,4.69,82.88,-0.72,84.17,0,5.645,39.7,82.88,,2.4864,253.5261,39.7
5.67,0.02582,9.3,0.703,0.072,-2.5,-2.5,-1.6817,0,40,39.7,42.4,17.73,4.759,84.12,-0.66,84.9,0,5.67,39.7,84.12,,2.5236,256.0497,39.7
5.694,0.02753,9.9,0.708,0.071,-2.5,-2.5,-1.6744,0,40,39.7,42.4,17.73,4.784,84.9,-0.67,85.8,0,5.694,39.7,84.9,,2.547,258.5967,39.7
5.724,0.02971,10.7,0.715,0.068,-2.5,-2.5,-1.6807,0,40,39.7,42.5,17.73,4.787,85.2,-0.75,85.92,0,5.724,39.7,85.2,,2.556,261.1527,39.7
5.754,0.03181,11.5,0.721,0.069,-2.5,-2.5,-1.6833,0,40,39.7,42.5,17.73,4.77,84.92,-0.62,85.51,0,5.754,39.7,84.92,,2.5476,263.7003,39.7
5.785,0.03348,12.1,0.726,0.044,-2.5,-2.5,-1.6784,0,40,39.7,42.5,17.74,4.75,84.43,-0.36,84.56,0,5.785,39.7,84.43,,2.5329,266.2332,39.7
5.816,0.03431,12.4,0.729,0.027,-2.5,-2.5,-1.6702,0,40,39.8,42.5,17.75,4.71,83.49,-0.25,83.77,0,5.816,39.8,83.49,,2.5047,268.7379,39.8
5.849,0.03505,12.6,0.731,0.023,-2.5,-2.5,-1.6679,0,40,39.8,42.5,17.75,4.673,83.44,-0.32,83.58,0,5.849,39.8,83.44,,2.5032,271.2411,39.8
5.88,0.03597,13,0.734,0.032,-2.5,-2.5,-1.6712,0,40,39.8,42.6,17.75,4.698,83.19,-0.37,83.51,0,5.88,39.8,83.19,,2.4957,273.7368,39.8
5.912,0.03716,13.4,0.737,0.033,-2.5,-2.5,-1.676,0,40,39.8,42.6,17.76,4.637,82.22,-0.46,82.88,0,5.912,39.8,82.22,,2.4666,276.2034,39.8
5.944,0.03875,14,0.742,0.052,-2.5,-2.5,-1.6778,0,40,39.8,42.6,17.75,4.547,80.88,-0.59,81.55,0,5.944,39.8,80.88,,2.4264,278.6298,39.8
5.976,0.04049,14.6,0.747,0.055,-2.5,-2.5,-1.6818,0,40,39.9,42.6,17.76,4.454,78.87,-0.57,79.82,0,5.976,39.9,78.87,,2.3661,280.9959,39.9
6.004,0.0417,15,0.751,0.022,-2.5,-2.5,-1.6746,0,40,39.9,42.6,17.78,4.372,77.57,-0.34,78.01,0,6.004,39.9,77.57,,2.3271,283.323,39.9
6.035,0.04216,15.2,0.752,0.004,-2.5,-2.5,-1.6724,0,40,39.9,42.7,17.79,4.341,77.21,-0.09,76.81,0,6.035,39.9,77.21,,2.3163,285.6393,39.9
6.064,0.04168,15,0.751,-0.03,-2.5,-2.5,-1.6496,0,40,39.9,42.7,17.79,4.358,77.27,0.29,76.93,0,6.064,39.9,77.27,,2.3181,287.9574,39.9
6.094,0.04083,14.7,0.748,-0.04,-2.5,-2.5,-1.661,0,40,39.9,42.7,17.78,4.398,78.57,0.4,77.79,0,6.094,39.9,78.57,,2.3571,290.3145,39.9
6.123,0.03993,14.4,0.745,-0.025,-2.5,-2.5,-1.6603,0,40,40,42.7,17.78,4.445,79.19,0.24,78.99,0,6.123,40,79.19,,2.3757,292.6902,40
6.153,0.03922,14.1,0.743,-0.017,-2.5,-2.5,-1.6679,0,40,40,42.7,17.77,4.502,79.82,0.2,79.66,0,6.153,40,79.82,,2.3946,295.0848,40
6.182,0.0387,13.9,0.742,-0.016,-2.5,-2.5,-1.6618,0,40,40,42.8,17.77,4.518,80.28,0.1,80.56,0,6.182,40,80.28,,2.4084,297.4932,40
6.212,0.03846,13.8,0.741,0.002,-2.5,-2.5,-1.6691,0,40,40,42.8,17.76,4.545,80.57,0.03,80.48,0,6.212,40,80.57,,2.4171,299.9103,40
6.241,0.03849,13.9,0.741,0.006,-2.5,-2.5,-1.6701,0,40,40,42.8,17.77,4.548,80.46,-0.06,80.95,0,6.241,40,80.46,,2.4138,302.3241,40
6.27,0.03851,13.9,0.741,0,-2.5,-2.5,-1.6671,0,40,40.1,42.8,17.77,4.538,80.68,0.01,80.46,0,6.27,40.1,80.68,,2.4204,304.7445,40.1
6.299,0.03851,13.9,0.741,0,-2.5,-2.5,-1.6638,0,40,40.1,42.8,17.76,4.556,80.81,0.01,80.61,0,6.299,40.1,80.81,,2.4243,307.1688,40.1
6.329,0.03854,13.9,0.741,-0.005,-2.5,-2.5,-1.6701,0,40,40.1,42.8,17.76,4.529,80.52,-0.06,81.09,0,6.329,40.1,80.52,,2.4156,309.5844,40.1
6.358,0.03864,13.9,0.742,0,-2.5,-2.5,-1.6644,0,40,40.1,42.9,17.77,4.538,80.38,-0.1,80.37,0,6.358,40.1,80.38,,2.4114,311.9958,40.1
6.388,0.03882,14,0.742,0.004,-2.5,-2.5,-1.6694,0,40,40.1,42.9,17.76,4.53,80.46,-0.01,80.26,0,6.388,40.1,80.46,,2.4138,314.4096,40.1
6.417,0.03902,14,0.743,0.016,-2.5,-2.5,-1.6725,0,40,40.2,42.9,17.77,4.535,80.31,-0.05,80.28,0,6.417,40.2,80.31,,2.4093,316.8189,40.2
6.442,0.03925,14.1,0.743,0.005,-2.5,-2.5,-1.6683,0,40,40.2,42.9,17.77,4.497,80.41,-0.04,79.89,0,6.442,40.2,80.41,,2.4123,319.2312,40.2
6.468,0.03943,14.2,0.744,0.01,-2.5,-2.5,-1.6649,0,40,40.2,42.9,17.76,4.493,80.17,-0.04,80.08,0,6.468,40.2,80.17,,2.4051,321.6363,40.2
6.497,0.03974,14.3,0.745,0.012,-2.5,-2.5,-1.6694,0,40,40.2,42.9,17.76,4.481,79.9,-0.24,80.09,0,6.497,40.2,79.9,,2.397,324.0333,40.2
6.524,0.04004,14.4,0.746,0.011,-2.5,-2.5,-1.6649,0,40,40.2,43,17.77,4.462,79.32,-0.18,79.45,0,6.524,40.2,79.32,,2.3796,326.4129,40.2
6.551,0.04028,14.5,0.746,0.01,-2.5,-2.5,-1.6649,0,40,40.2,43,17.78,4.459,79.19,0.03,79.11,0,6.551,40.2,79.19,,2.3757,328.7886,40.2
6.583,0.0401,14.4,0.746,-0.014,-2.5,-2.5,-1.6657,0,40,40.3,43,17.77,4.465,79.07,0.21,79.07,0,6.583,40.3,79.07,,2.3721,331.1607,40.3
6.616,0.03881,14,0.742,-0.063,-2.5,-2.5,-1.6552,0,40,40.3,43,17.77,4.498,80.09,0.72,79.35,0,6.616,40.3,80.09,,2.4027,333.5634,40.3
6.646,0.0359,12.9,0.733,-0.141,-2.5,-2.5,-1.6473,0,40,40.3,43,17.75,4.604,81.49,1.43,80.51,0,6.646,40.3,81.49,,2.4447,336.0081,40.3
6.675,0.03051,11,0.717,-0.216,-2.5,-2.5,-1.6289,0,40,40.3,43,17.74,4.634,82.16,2.32,79.99,0,6.675,40.3,82.16,,2.4648,338.4729,40.3
6.702,0.02357,8.5,0.696,-0.272,-2.5,-2.5,-1.6204,0,40,40.3,43.1,17.74,4.47,79.25,2.88,76.52,0,6.702,40.3,79.25,,2.3775,340.8504,40.3
6.732,0.01434,5.2,0.669,-0.334,-2.5,-2.5,-1.6124,0,40,40.4,43.1,17.77,4.262,75.43,3.4,72.05,0,6.732,40.4,75.43,,2.2629,343.1133,40.4
6.762,0.00385,1.4,0.637,-0.366,-2.5,-2.5,-1.6123,0,40,40.4,43.1,17.83,3.681,65.32,3.61,61.37,0,6.762,40.4,65.32,,1.9596,345.0729,40.4
6.788,-0.0057,-2.1,0.609,-0.376,-2.5,-2.5,-1.6037,0,40,40.4,43.1,17.87,3.429,61.09,3.74,57.4,0,6.788,40.4,61.09,,1.8327,346.9056,40.4
6.817,-0.01626,-5.9,0.577,-0.345,-2.5,-2.5,-1.6025,0,40,40.4,43.1,17.86,3.615,64.48,3.52,61.08,0,6.817,40.4,64.48,,1.9344,348.84,40.4
6.848,-0.02676,-9.6,0.545,-0.325,-2.5,-2.5,-1.6043,0,40,40.4,43.1,17.83,4.01,71.91,3.32,68.75,0,6.848,40.4,71.91,,2.1573,350.9973,40.4
6.874,-0.0346,-12.5,0.522,-0.321,-2.5,-2.5,-1.6006,0,40,40.5,43.2,17.78,4.414,78.51,3.33,75.11,0,6.874,40.5,78.51,,2.3553,353.3526,40.5
6.901,-0.04385,-15.8,0.494,-0.307,-2.5,-2.5,-1.623,0,40,40.5,43.2,17.76,4.56,80.54,2.94,77.59,0,6.901,40.5,80.54,,2.4162,355.7688,40.5
6.933,-0.05267,-19,0.468,-0.279,-2.5,-2.5,-1.6191,0,40,40.5,43.2,17.76,4.418,78.2,2.81,75.38,0,6.933,40.5,78.2,,2.346,358.1148,40.5
6.964,-0.06133,-22.1,0.442,-0.285,-2.5,-2.5,-1.625,0,40,40.5,43.2,17.8,4.038,71.53,2.88,68.55,0,6.964,40.5,71.53,,2.1459,360.2607,40.5
6.993,-0.06973,-25.1,0.416,-0.281,-2.5,-2.5,-1.628,0,40,40.5,43.2,17.84,3.613,64.06,2.95,60.89,0,6.993,40.5,64.06,,1.9218,362.1825,40.5
7.02,-0.07745,-27.9,0.393,-0.306,-2.5,-2.5,-1.6114,0,40,40.5,43.2,17.86,3.473,62.22,3.05,59.15,0,7.02,40.5,62.22,,1.8666,364.0491,40.5
7.05,-0.0871,-31.4,0.364,-0.322,-2.5,-2.5,-1.6076,0,40,40.6,43.3,17.87,3.629,65.01,3.3,61.57,0,7.05,40.6,65.01,,1.9503,365.9994,40.6
7.081,-0.0982,-35.4,0.331,-0.382,-2.5,-2.5,-1.5954,0,40,40.6,43.3,17.82,4.006,71.86,3.88,68.29,0,7.081,40.6,71.86,,2.1558,368.1552,40.6
7.109,-0.10922,-39.3,0.298,-0.405,-2.5,-2.5,-1.5919,0,40,40.6,43.3,17.77,4.509,80.3,4.17,75.91,0,7.109,40.6,80.3,,2.409,370.5642,40.6
7.135,-0.12058,-43.4,0.264,-0.454,-2.5,-2.5,-1.6019,0,40,40.6,43.3,17.77,4.405,78.18,4.56,73.23,0,7.135,40.6,78.18,,2.3454,372.9096,40.6
7.167,-0.13562,-48.8,0.219,-0.485,-2.5,-2.5,-1.5954,0,40,40.6,43.3,17.81,3.76,66.76,4.93,61.36,0,7.167,40.6,66.76,,2.0028,374.9124,40.6
7.199,-0.1512,-54.4,0.172,-0.492,-2.5,-2.5,-1.5763,0,40,40.6,43.4,17.87,3.399,61.17,4.78,56.47,0,7.199,40.6,61.17,,1.8351,376.7475,40.6
7.229,-0.1653,-59.5,0.13,-0.442,-2.5,-2.5,-1.5913,0,40,40.7,43.4,17.84,3.747,66.9,4.41,62.34,0,7.229,40.7,66.9,,2.007,378.7545,40.7
7.262,-0.17823,-64.2,0.091,-0.382,-2.5,-2.5,-1.5946,0,40,40.7,43.4,17.79,4.399,78.62,3.83,74.95,0,7.262,40.7,78.62,,2.3586,381.1131,40.7
7.291,-0.18947,-68.2,0.057,-0.37,-2.5,-2.5,-1.6145,0,40,40.7,43.4,17.76,4.455,78.99,3.63,75.37,0,7.291,40.7,78.99,,2.3697,383.4828,40.7
7.319,-0.19898,-71.6,0.029,-0.31,-2.5,-2.5,-1.6195,0,40,40.7,43.4,17.78,4.309,75.94,3.06,72.99,0,7.319,40.7,75.94,,2.2782,385.761,40.7
7.35,-0.20731,-74.6,0.004,-0.247,-2.5,-2.5,-1.6369,0,40,40.7,43.4,17.81,3.915,69.27,2.46,66.74,0,7.35,40.7,69.27,,2.0781,387.8391,40.7
7.381,-0.21263,-76.5,0,-0.07,-2.4,0,-1.6592,0,40,40.8,43.5,17.84,3.709,66.14,0.49,65.76,0,7.381,40.8,66.14,,1.9842,389.8233,40.8
7.413,-0.21265,-76.6,0,0.022,-2.3,0,-1.6761,0,40,40.8,43.5,17.84,3.762,66.79,-0.15,67.14,0,7.413,40.8,66.79,,2.0037,391.827,40.8
7.445,-0.21254,-76.5,0,-0.009,-2.2,0,-1.6571,0,40,40.8,43.5,17.84,3.733,66.87,0.06,66.69,0,7.445,40.8,66.87,,2.0061,393.8331,40.8
7.475,-0.21351,-76.9,0,-0.035,-2.1,0,-1.6621,0,40,40.8,43.5,17.85,3.66,65.61,0.41,65.22,0,7.475,40.8,65.61,,1.9683,395.8014,40.8
7.501,-0.214,-77,0,0,-2,0,-1.6661,0,40,40.8,43.5,17.84,3.652,65.54,0,65.32,0,7.501,40.8,65.54,,1.9662,397.7676,40.8
7.532,-0.21356,-76.9,0,0.022,-1.9,0,-1.6743,0,40,40.8,43.6,17.85,3.695,66.02,-0.31,66.37,0,7.532,40.8,66.02,,1.9806,399.7482,40.8
7.559,-0.21294,-76.7,0,0.017,-1.8,0,-1.6834,0,40,40.9,43.6,17.84,3.744,66.78,-0.25,66.83,0,7.559,40.9,66.78,,2.0034,401.7516,40.9
7.59,-0.21199,-76.3,0,0.049,-1.7,0,-1.6698,0,40,40.9,43.6,17.84,3.797,67.79,-0.59,68.52,0,7.59,40.9,67.79,,2.0337,403.7853,40.9
7.619,-0.21,-75.6,0,0.085,-1.6,0,-1.5831,0,40,40.9,43.6,17.85,3.445,62.75,-1.42,65.29,0,7.619,40.9,62.75,,1.8825,405.6678,40.9
7.65,-0.20467,-73.7,0.012,0.246,-1.7,-2.5,-1.7187,0,40,40.9,43.6,17.8,4.511,79.42,-2.21,80.89,0,7.65,40.9,79.42,,2.3826,408.0504,40.9
7.676,-0.1975,-71.1,0.033,0.324,-1.8,-2.5,-1.7211,0,40,40.9,43.7,17.74,4.779,84.7,-3.75,88.55,0,7.676,40.9,84.7,,2.541,410.5914,40.9
7.703,-0.18622,-67,0.067,0.453,-1.9,-2.5,-1.736,0,40,40.9,43.7,17.71,5.036,89.4,-4.94,94.34,0,7.703,40.9,89.4,,2.682,413.2734,40.9
7.733,-0.1722,-62,0.109,0.529,-2,-2.5,-1.7738,0,40,41,43.7,17.75,4.586,80.4,-5.91,86.15,0,7.733,41,80.4,,2.412,415.6854,41
7.761,-0.15747,-56.7,0.153,0.528,-2.1,-2.5,-1.7595,0,40,41,43.7,17.81,3.873,69.2,-5.86,74.53,0,7.761,41,69.2,,2.076,417.7614,41
7.793,-0.13913,-50.1,0.208,0.575,-2.2,-2.5,-1.7493,0,40,41,43.7,17.8,4.16,74.72,-6.25,81.38,0,7.793,41,74.72,,2.2416,420.003,41
7.818,-0.12393,-44.6,0.254,0.593,-2.3,-2.5,-1.7544,0,40,41,43.8,17.71,4.965,87.89,-6.23,94.1,0,7.818,41,87.89,,2.6367,422.6397,41
7.85,-0.1053,-37.9,0.31,0.563,-2.4,-2.5,-1.7635,0,40,41,43.8,17.72,4.917,86.72,-6.01,92.3,0,7.85,41,86.72,,2.6016,425.2413,41
7.88,-0.08639,-31.1,0.367,0.603,-2.5,-2.5,-1.7735,0,40,41,43.8,17.79,3.973,70.53,-6.9,77.38,0,7.88,41,70.53,,2.1159,427.3572,41
7.91,-0.06786,-24.4,0.422,0.601,-2.5,-2.5,-1.7449,0,40,41.1,43.8,17.78,4.226,75.35,-6.71,82.5,0,7.91,41.1,75.35,,2.2605,429.6177,41.1
7.94,-0.0509,-18.3,0.473,0.523,-2.5,-2.5,-1.755,0,40,41.1,43.8,17.71,4.937,87.54,-5.71,93.34,0,7.94,41.1,87.54,,2.6262,432.2439,41.1
7.969,-0.03657,-13.2,0.516,0.464,-2.5,-2.5,-1.7399,0,40,41.1,43.9,17.71,4.907,86.58,-4.82,91.32,0,7.969,41.1,86.58,,2.5974,434.8413,41.1
8.002,-0.02235,-8,0.559,0.475,-2.5,-2.5,-1.7455,0,40,41.1,43.9,17.78,4.118,72.43,-4.93,77.63,0,8.002,41.1,72.43,,2.1729,437.0142,41.1
8.032,-0.01026,-3.7,0.595,0.447,-2.5,-2.5,-1.7458,0,40,41.1,43.9,17.82,3.776,67.12,-4.91,72.19,0,8.032,41.1,67.12,,2.0136,439.0278,41.1
8.063,0.00431,1.6,0.639,0.459,-2.5,-2.5,-1.7318,0,40,41.2,43.9,17.79,4.118,73.68,-4.93,79.15,0,8.063,41.2,73.68,,2.2104,441.2382,41.2
8.094,0.01716,6.2,0.677,0.413,-2.5,-2.5,-1.7275,0,40,41.2,43.9,17.72,4.825,85.79,-4.61,90.84,0,8.094,41.2,85.79,,2.5737,443.8119,41.2
8.123,0.02945,10.6,0.714,0.391,-2.5,-2.5,-1.7271,0,40,41.2,44,17.69,5.053,89.64,-4.23,93.57,0,8.123,41.2,89.64,,2.6892,446.5011,41.2
8.153,0.04059,14.6,0.747,0.345,-2.5,-2.5,-1.7311,0,40,41.2,44,17.72,4.631,81.81,-3.73,85.38,0,8.153,41.2,81.81,,2.4543,448.9554,41.2
8.18,0.04941,17.8,0.774,0.302,-2.5,-2.5,-1.7175,0,40,41.2,44,17.79,4.082,72.22,-3.18,75.37,0,8.18,41.2,72.22,,2.1666,451.122,41.2
8.212,0.05769,20.8,0.799,0.214,-2.5,-2.5,-1.7062,0,40,41.3,44,17.82,3.789,67.45,-2.16,69.73,0,8.212,41.3,67.45,,2.0235,453.1455,41.3
8.244,0.06384,23,0.817,0.185,-2.5,-2.5,-1.6923,0,40,41.3,44,17.83,3.677,65.61,-1.9,67.44,0,8.244,41.3,65.61,,1.9683,455.1138,41.3
8.273,0.06863,24.7,0.832,0.143,-2.5,-2.5,-1.6807,0,40,41.3,44.1,17.84,3.682,65.69,-1.59,67.24,0,8.273,41.3,65.69,,1.9707,457.0845,41.3
8.303,0.07266,26.2,0.844,0.118,-2.5,-2.5,-1.69,0,40,41.3,44.1,17.83,3.79,67.68,-1.35,68.9,0,8.303,41.3,67.68,,2.0304,459.1149,41.3
8.332,0.07603,27.4,0.854,0.108,-2.5,-2.5,-1.6813,0,40,41.3,44.1,17.8,3.969,70.96,-1.09,71.81,0,8.332,41.3,70.96,,2.1288,461.2437,41.3
8.359,0.07842,28.2,0.861,0.079,-2.5,-2.5,-1.6801,0,40,41.4,44.1,17.81,4.114,73.24,-0.76,74.1,0,8.359,41.4,73.24,,2.1972,463.4409,41.4
8.388,0.08057,29,0.867,0.076,-2.5,-2.5,-1.6716,0,40,41.4,44.1,17.79,4.248,75.35,-0.69,76.22,0,8.388,41.4,75.35,,2.2605,465.7014,41.4
8.417,0.0825,29.7,0.873,0.061,-2.5,-2.5,-1.6804,0,40,41.4,44.2,17.77,4.339,77.36,-0.52,77.3,0,8.417,41.4,77.36,,2.3208,468.0222,41.4
